Year,,Cruise,Signature,numerical month,Project Principals,Vessel,Cruise Dates,Months,Latitude,Longitude,Summary,New Themes,OER Focus Areas,Platforms,Mission Group,MEOW,OE_Link,OE_Link_Image,SOO,Overview,Archive,Direct,NCDDC_Link,AuthoritativeIDx,CruiseID,GISMapLayers,EEM,Lesson_Plans,EMC,Educ_Focus,Publications,Metadata
2002,IIS2002Pharmacy,Discovery of New Resources with Pharmaceutical Potential - Islands in the Stream,Yes,8,"Dr. Shirley Pomponi, Harbor Branch Oceanographic Institution (Principal Investigator); John Reed, Harbor Branch Oceanographic Institution (Principal Investigator); Dr. Tamara Frank, Harbor Branch Oceanographic Institution (Principal Investigator); Dr. Edith Widder, Harbor Branch Oceanographic Institution (Principal Investigator)",R/V Seward Johnson,"August 18  - 31, 2002",August,30.823792,-79.213989,"Scientists searched for previously undiscovered compounds in marine organisms that may be able to study, treat, or diagnose human diseases.  They also enhanced their understanding of how bottom-dwelling organisms visualize their environment.","micro, biotech, corals, habitat, subs, sampling, biolum",,"sewardjohnson, jsl",Islands in the Stream,"warmnwatl, tropnwatl",http://oceanexplorer.noaa.gov/explorations/02sab/welcome.html,iis02_03hboi.jpg,,,"Physical, Chemical, and Biological Archive Collection; Get Data; National Oceanographic Data Center Archive Collection; http://data.nodc.noaa.gov/cgi-bin/iso?id=gov.noaa.nodc:1612 | Collection of Documents, Images, and Video Highlights (Collection); Get Data; NOAA Central Library Cruise Catalog; http://www.lib.noaa.gov/uhtbin/cgisirsi/x/x/0/5/?searchdata1=ocm52123061 | Collection of Documents, Images, and Video Highlights (MiniDV); Get Data; NOAA Central Library Cruise Catalog; http://www.lib.noaa.gov/uhtbin/cgisirsi/x/x/0/5/?searchdata1=ocm61124617",,,iis02_03hboi,iis02_03hboi,Ship Track;OECruiseData;21;2002ST.jpg|Dive Locations;OECruiseData;17;2002D.jpg|Non-Dive Locations;OECruiseData;18;2002ND.jpg,,,http://oceanexplorer.noaa.gov/explorations/02sab/background/edu/education.html,,,
2002,TribalJourneys2002,Tribal Journeys,No,8,"Robert Steelquist, Olympic Coast National Marine Sanctuary (Principal Investigator)",R/V Tatoosh,"August 3 - 13, 2002",August,48.25,-124.75,This was an event among many in a cultural resurgence among Northwest Coast Native Americans and First Nations.,,mpa,tatoosh,,coldnepac,http://oceanexplorer.noaa.gov/projects/02tribal/welcome.html,tj_2002.jpg,,,,,,,,,,,,,,
2002,PRTrenchLegI2002,Puerto Rico Trench Leg 1,No,9,"Dr. Uri ten Brink, USGS (Principal Investigator)",NOAA Ship Ronald H. Brown,"September 24 - 30, 2002",September,19.5,-65.5,A science team attempted to develop the first coherent high-resolution bathymetric map of the Puerto Rico Trench.,"mapping, trench",carib,ronbrown,,tropnwatl,http://oceanexplorer.noaa.gov/explorations/03trench/welcome.html,pr_2003.jpg,,,Multibeam Archive Collection; Get Data; National Geophysical Data Center Archive Collection; http://www.ngdc.noaa.gov/nndc/struts/results?op_0=l&v_0=03750011&t=101378&s=8&d=70&d=75&d=76&d=91&d=74&d=73&d=72&d=81&d=82&d=85&d=86&d=79&no_data=suppress,,,RB0208,,,,,,,,
2002,NWHI2002,Northwestern Hawaiian Islands,Yes,9,"Dr. Frank Parrish, NOAA Fisheries Service - Honolulu (Principal Investigator); Dr. John Smith, Hawaii Undersea Research Laboratory (Principal Investigator)",R/V Kilo Moana,"September 18 - 23, 2002; October 21 - November 15, 2002",September-November,23.01,-161.95,"A team of scientists traveled to the NW Hawaiian Islands, a very remote chain of small islands and atolls, to view unexplored seamounts and map pristine coral reefs.","seamount, corals, volcano, habitat, mapping, subs","hawaii, mpa","pisces5, kilomoana",,hawaii,http://oceanexplorer.noaa.gov/explorations/02hawaii/welcome.html,nwhi_2002.jpg,,,Multibeam Archive Collection (KM0204); Get Data; National Geophysical Data Center Archive Collection; http://www.ngdc.noaa.gov/nndc/struts/results?op_0=eq&v_0=NEW1265&t=101378&s=8&d=70&d=75&d=76&d=74&d=73&d=72&d=81&d=82&d=85&d=86&d=79&no_data=suppress | Multibeam Archive Collection (KM0206); Get Data; National Geophysical Data Center Archive Collection; http://www.ngdc.noaa.gov/nndc/struts/results?op_0=eq&v_0=KM0206&t=101378&s=8&d=70&d=75&d=76&d=74&d=73&d=72&d=81&d=82&d=85&d=86&d=79&no_data=suppress,Academic Fleet R2R Data Management; Open; Academic Fleet Rolling Deck to Repository Data Management Website; http://www.rvdata.us/catalog/KM0206,,KM0206,,,,,http://oceanexplorer.noaa.gov/explorations/02hawaii/background/education/education.html,,http://www.lib.noaa.gov/researchtools/subjectguides/oceanexplorebib_exped.html#nw02_details,
2003,Aquarius2003,The Aquarius Habitat,No,0,,Aquarius Habitat,Year-round,year round,25.12,-80.42,"NOAA's Aquarius Habitat is the only undersea laboratory dedicated to marine science operating in the world. Located 20 meters beneath the surface, Aquarius provides life support systems that allow scientists to live and work underwater with sophisticated research capabilities. Follow this link to learn about Aquarius projects that relate to the NOAA Office of Ocean Exploration.",,,aquarius,,tropnwatl,http://oceanexplorer.noaa.gov/projects/03aquarius/welcome.html,ah_2003.jpg,,,,,,,,,,,,,,
2003,COML2003,Census of Marine Life,No,2,,R/V Akademik Keldysh,2002/2003,February,45.84,-127.17,"The Census of Marine Life (CoML) was an international research effort that strived to assess and explain the diversity, distribution and abundance of marine organisms throughout the world's oceans. The initiative grew out of the need to better understand the oceans and how they are changing, as well as the implications of these changes on human life and our marine resources. Three CoML expeditions were funded by OE in 2002.","biodiv, habitat, corals",,akademik,,coldnepac,http://oceanexplorer.noaa.gov/projects/02census/welcome.html,coml_2002.jpg,,,"Collection of Documents, Images, and Video Highlights; Get Data; NOAA Central Library Cruise Catalog; http://www.lib.noaa.gov/uhtbin/cgisirsi/x/x/0/5/?searchdata1=ocn824752551",,,,,,,,,,http://www.lib.noaa.gov/researchtools/subjectguides/oceanexplorebib_exped.html#census_details,
2003,GOMDeepSeaBio2003,Gulf of Mexico Deep Sea Biology,No,2,"Dr. Craig Young, University of Oregon (Principal Investigator)",R/V Seward Johnson,"February 9 - 16, 2003",February,27.75,-91.5,A student team studied the reproductive biology and biochemistry of cold-seep mussels and various other seasonally reproducing deep-sea animals.,"corals, habitat, seep, sampling, biodiv, subs",gom,"sewardjohnson, jsl",,warmnwatl,http://oceanexplorer.noaa.gov/explorations/03mexbio/welcome.html,gm_dsb_2003.jpg,,,,,,,,,,,,http://oceanexplorer.noaa.gov/edu/guide/welcome.html,http://www.lib.noaa.gov/researchtools/subjectguides/oceanexplorebib_exped.html#gmexbio_details,
2003,PRTrenchLegII2003,Puerto Rico Trench Leg 2,No,2,"Dr. Uri ten Brink, USGS (Principal Investigator)",NOAA Ship Ronald H. Brown,"February 18 - March 7, 2003",February-March,19.5,-65.5,A science team attempted to develop the first coherent high-resolution bathymetric map of the Puerto Rico Trench.,"mapping, trench",carib,ronbrown,,tropnwatl,http://oceanexplorer.noaa.gov/explorations/03trench/welcome.html,pr_2003.jpg,,,"Multibeam Archive Collection; Get Data; National Geophysical Data Center Archive Collection; http://www.ngdc.noaa.gov/nndc/struts/results?op_0=l&v_0=03750010&t=101378&s=8&d=70&d=75&d=76&d=91&d=74&d=73&d=72&d=81&d=82&d=85&d=86&d=79&no_data=suppress | Collection of Documents, Images, and Video Highlights; Get Data; NOAA Central Library Cruise Catalog; http://www.lib.noaa.gov/uhtbin/cgisirsi/x/x/0/5/?searchdata1=ocn818331480",,,RB0303,,,,,,,,
2003,SROF2003,Submarine Ring of Fire,Yes,2,"Dr. Robert Embley, Pacific Marine Environmental Laboratory, NOAA (Principal Investigator); Dr. Ed Baker, Pacific Marine Environmental Laboratory, NOAA (Principal Investigator)",R/V Thomas G. Thompson,"February 9 - March 5, 2003",February-March,14.5,145,An interdisciplinary team of scientists explored the submarine volcanoes of the Mariana Arc lying north of Guam in the western Pacific.,"volcano, sampling, mapping",intl,thompson,Ring of Fire,tropnwpac,http://oceanexplorer.noaa.gov/explorations/03fire/welcome.html,srof_2003.jpg,,,"Multibeam Archive Collection; Get Data; National Geophysical Data Center Archive Collection; http://www.ngdc.noaa.gov/nndc/struts/results?op_0=eq&v_0=NEW449&t=101378&s=8&d=70&d=75&d=76&d=74&d=73&d=72&d=81&d=82&d=85&d=86&d=79&no_data=suppress | Collection of Documents, Images, and Video Highlights; Get Data; NOAA Central Library Cruise Catalog; http://www.lib.noaa.gov/uhtbin/cgisirsi/x/x/0/5/?searchdata1=ocm52596499",,,TN153,,,,,,,http://www.lib.noaa.gov/researchtools/subjectguides/oceanexplorebib_exped.html#submarine_details,
2003,JennyVolcano2003,Kick-em-Jenny Volcano,No,3,"Dr. Haraldur Sigurdsson, University of Rhode Island (Principal Investigator)",NOAA Ship Ronald H. Brown,"March 10 - 21, 2003",March,12.3,-61.6,A science team evaluated the most active underwater volcano in the West Indies.,"volcano, habitats, subs, sampling, mapping, biodiv, seep",carib,"ronbrown, oceanic",,tropnwatl,http://oceanexplorer.noaa.gov/explorations/03kickem/welcome.html,kjv_2003.jpg,,,"Multibeam Archive Collection; Get Data; National Geophysical Data Center Archive Collection; http://www.ngdc.noaa.gov/nndc/struts/results?op_0=eq&t=101378&s=8&d=70&d=75&d=76&d=91&d=74&d=73&d=72&d=81&d=82&d=85&d=86&d=79&no_data=suppress&v_0=NEW2408 | Collection of Documents, Images, and Video Highlights; Get Data; NOAA Central Library Cruise Catalog; http://www.lib.noaa.gov/uhtbin/cgisirsi/x/x/0/5/?searchdata1=ocn820566103",,,,,,,,,,http://www.lib.noaa.gov/researchtools/subjectguides/oceanexplorebib_exped.html#kick_details,
2003,Titanic2003,Titanic Expedition,No,6,"Dr. Robert Ballard, Institute for Exploration (Principal Investigator)",R/V Akademik Mstislav Keldysh,"June 22 - July 2, 2003",June,42.019775,-50.261597,A team conducted four Mir dives to the Titanic in order to assess the wreck site and conduct scientific observations to support ongoing research.,"arch, subs",,"akademik, mir1, mir2",Titanic,coldnwatl,http://oceanexplorer.noaa.gov/explorations/03titanic/welcome.html,te_2003.jpg,,,"Collection of Documents, Images, and Video Highlights; Get Data; NOAA Central Library Cruise Catalog; http://www.lib.noaa.gov/uhtbin/cgisirsi/x/x/0/5/?searchdata1=ocn785820585",,,,,,,,,,,http://service.ncddc.noaa.gov/rdn/oer-waf/ISO/Resolved/2003/Titanic2003_COLLECTION_LEVEL_RESOLVED.html
2003,BlackSea2003,Black Sea Expedition,No,7,"Dr. Robert Ballard, Institute for Exploration (Principal Investigator)",R/V Knorr,"July 21 - August 7, 2003",July-August,43.25,33.96,"A diverse research team of scientists, archaeologists and engineers explored ancient shipwrecks and possible man-made settlements off the coast of Turkey, using two new types of advanced technology. One investigated the sea floor remotely, while another broadcast the results live to the world using telepresence.","arch, newtech, tele, subs",intl,"knorr, herc",,black,http://oceanexplorer.noaa.gov/explorations/03blacksea/welcome.html,bs_2003.jpg,,,Multibeam Archive Collection; Get Data; National Geophysical Data Center Archive Collection; http://www.ngdc.noaa.gov/nndc/struts/results?op_0=eq&v_0=KN172L15&t=101378&s=8&d=70&d=75&d=76&d=74&d=73&d=72&d=81&d=82&d=85&d=86&d=79&no_data=suppress,Woods Hole Oceanographic Institution Data Library and Archives; Open; WHOI Data Library and Archives Website; http://dla.whoi.edu/cruises/kn172-13 | Woods Hole Oceanographic Institution Data Library and Archives; Open; WHOI Data Library and Archives Website; http://dla.whoi.edu/cruises/kn172-14 | Woods Hole Oceanographic Institution Data Library and Archives; Open; WHOI Data Library and Archives Website; http://dla.whoi.edu/cruises/kn172-15 | Woods Hole Oceanographic Institution Data Library and Archives; Open; WHOI Data Library and Archives Website; http://dla.whoi.edu/cruises/kn172-16 ,,KN172L15,,,,,,,,
2003,MITS2003,Mountains in the Sea,Yes,7,"Dr. Les Watling, University of Maine (Principal Investigator)",R/V Atlantis,"July 11 - 19, 2003",July,39.162781,-65.354675,Explorers visited several little known seamounts in the North Atlantic to study various aspects of deep-sea octocorals and other organisms living on and around these submerged mountains.,"corals, seamount, subs",,"atlantis, alvin",Mountains in the Sea,coldnwatl,http://oceanexplorer.noaa.gov/explorations/03mountains/welcome.html,mits_2003.jpg,,,"Multibeam Archive Collection; Get Data; National Geophysical Data Center Archive Collection; http://www.ngdc.noaa.gov/nndc/struts/results?op_0=eq&v_0=NEW607&t=101378&s=8&d=70&d=75&d=76&d=74&d=73&d=72&d=81&d=82&d=85&d=86&d=79&no_data=suppress | Physical, Chemical, and Biological Archive Collection; Get Data; National Oceanographic Data Center Archive Collection; http://accession.nodc.noaa.gov/72308 | Collection of Documents, Images, and Video Highlights; Get Data; NOAA Central Library Cruise Catalog; http://www.lib.noaa.gov/uhtbin/cgisirsi/x/x/0/5/?searchdata1=ocn171246306",Woods Hole Oceanographic Institution Data Library and Archives; Open; WHOI Data Library and Archives Website; http://dla.whoi.edu/cruises/at8-01,,AT08 11; mits_2003,mits_2003,Ship Track;OECruiseData;43;2003ST.jpg,,,http://oceanexplorer.noaa.gov/explorations/03mountains/background/education/education.html,,http://www.lib.noaa.gov/researchtools/subjectguides/oceanexplorebib_exped.html#mountains_details,http://service.ncddc.noaa.gov/rdn/oer-waf/ISO/Resolved/2003/Mountains_in_the_Sea_2003_COLLECTION_RESOLVED.html
2003,WTTD2003,Windows to the Deep,Yes,7,"Dr. Carolyn Ruppel, Massachusetts Institute of Technology (Principal Investigator); Dr. Cindy Lee Van Dover, Woods Hole Oceanographic Institution (Principal Investigator)",R/V Atlantis,"July 22 - August 3, 2003",July-August,32.9842,-75.9501,"Scientists used the Alvin submersible and other tools to explore the biology, physics, and chemistry of seafloor methane seeps at water depths of 2,000m to 2,800m off the coast of the southeastern United States.","subs, seep",,"atlantis, alvin",,"warmnwatl, coldnwatl",http://oceanexplorer.noaa.gov/explorations/03windows/welcome.html,wttd_2003.jpg,,,"Multibeam Archive Collection; Get Data; National Geophysical Data Center Archive Collection; http://www.ngdc.noaa.gov/nndc/struts/results?op_0=eq&v_0=NEW608&t=101378&s=8&d=70&d=75&d=76&d=74&d=73&d=72&d=81&d=82&d=85&d=86&d=79&no_data=suppress | Physical, Chemical, and Biological Archive Collection; Get Data; National Oceanographic Data Center Archive Collection; http://accession.nodc.noaa.gov/1931 | Collection of Documents, Images, and Video Highlights; Get Data; NOAA Central Library Cruise Catalog; http://www.lib.noaa.gov/uhtbin/cgisirsi/x/x/0/5/?searchdata1=ocn711758471",Woods Hole Oceanographic Institution Data Library and Archives; Open; WHOI Data Library and Archives Website; http://dla.whoi.edu/cruises/at9-01,,AT09 22; wttd_2003,wttd_2003,Ship Track;OECruiseData;51;2003ST.jpg|Dive Locations;OECruiseData;47;2003D.jpg|Dive Trackpoints;OECruiseData;49;2003DTP.jpg|Non-Dive Locations;OECruiseData;48;2003ND.jpg,,,http://oceanexplorer.noaa.gov/explorations/03windows/background/education/education.html,,http://www.lib.noaa.gov/researchtools/subjectguides/oceanexplorebib_exped.html#windows_details,
2003,CharlestonBump2003,Charleston Bump,Yes,8,"Dr. George Sedberry, South Carolina Department of Natural Resources (Principal Investigator)",R/V Seward Johnson,"August 2 - 16, 2003",August,31.945801,-79.106506,"Scientists investigated how fishes and invertebrates adapt to a variety of bottom habitats and strong, shifting currents along the rocky, erosion resistant Charleston Bump.","habitat, biodiv, subs",conshelf,"jsl, sewardjohnson",,"warmnwatl, tropnwatl",http://oceanexplorer.noaa.gov/explorations/03bump/welcome.html,cb_2003.jpg,,,"Physical, Chemical, and Biological Archive Collection; Get Data; National Oceanographic Data Center Archive Collection; http://accession.nodc.noaa.gov/1694 | Collection of Documents, Images, and Video Highlights; Get Data; NOAA Central Library Cruise Catalog; http://www.lib.noaa.gov/uhtbin/cgisirsi/x/x/0/5/?searchdata1=ocm57306431",,,cb_2003,cb_2003,Ship Track;OECruiseData;28;2003ST.jpg|Dive Locations;OECruiseData;23;2003D.jpg|Dive Trackpoints;OECruiseData;26;2003DTP.jpg|Non-Dive Locations;OECruiseData;24;2003ND.jpg,,,http://oceanexplorer.noaa.gov/explorations/03bump/background/education/education.html,,http://www.lib.noaa.gov/researchtools/subjectguides/oceanexplorebib_exped.html#charleston_details,
